executable,cachemisses,runningtime
./mem-walk-no-thread-no-thrash,3729353,3.713551454
./mem-walk-no-thread-no-thrash,3739465,3.208918279
./mem-walk-no-thread-no-thrash,3818058,3.655229883
./mem-walk-no-thread-no-thrash,3554327,3.085963899
./mem-walk-no-thread-no-thrash,3900652,4.155607148
./mem-walk-no-thread-no-thrash,3883102,4.150931409
./mem-walk-no-thread-no-thrash,3759406,3.858491033
./mem-walk-no-thread-no-thrash,3554716,3.311277811
./mem-walk-no-thread-no-thrash,3963432,3.973582322
./mem-walk-no-thread-no-thrash,3854220,3.697476864
./mem-walk-no-thread,551122412,11.132699156
./mem-walk-no-thread,587607764,11.107527581
./mem-walk-no-thread,583139453,11.147724299
./mem-walk-no-thread,554725934,11.030595052
./mem-walk-no-thread,582585752,11.092975656
./mem-walk-no-thread,539423920,11.048469713
./mem-walk-no-thread,597492992,11.114688327
./mem-walk-no-thread,582036183,11.078615659
./mem-walk-no-thread,579866474,11.114023024
./mem-walk-no-thread,577680399,11.073483835
./mem-walk-no-thrash,17755423,11.200027860
./mem-walk-no-thrash,13460257,11.150417887
./mem-walk-no-thrash,13748043,11.352503319
./mem-walk-no-thrash,15956842,11.313961691
./mem-walk-no-thrash,11471746,11.029715502
./mem-walk-no-thrash,9247583,11.129051525
./mem-walk-no-thrash,13149210,11.272198360
./mem-walk-no-thrash,9000340,11.131439167
./mem-walk-no-thrash,8173822,11.122673417
./mem-walk-no-thrash,9952762,11.130864196
./mem-walk,4358658157,70.792737358
./mem-walk,3596141626,64.949912251
./mem-walk,3876913806,67.296157360
./mem-walk,3299097305,62.862547876
./mem-walk,4705008412,74.689116640
./mem-walk,3491442659,64.696729782
./mem-walk,3111169281,61.941638460
./mem-walk,2869614115,59.192346060
./mem-walk,2961555307,60.834029795
./mem-walk,3135523194,61.223016029
